Segment,Country,Product,Discount_Band,Units_Sold,Manufacturing_Price,Sale_Price,Gross_Sales,Discounts,Sales,COGS,Profit,Date,Month_Number,Month_Name,Year,Profit_Margin_Pct,Gross_Margin_Pct,Discount_Pct,Unit_Profit,Unit_Cost,Markup_Pct,Contribution_Margin,Contribution_Margin_Pct,Quarter,Week,Day_of_Week,Is_Weekend,Fiscal_Year,Year_Month,Revenue_Category,Profit_Category,Discount_Tier,Sales_Per_Unit,COGS_Per_Unit,Discount_Per_Unit,Is_High_Margin,Is_Loss,Is_Heavy_Discount
Government,Canada,Velo,Medium,1582,120,7,11074.0,775.18,10298.82,7910.0,2388.82,2014-01-12,12,December,2014,23.2,23.2,7.0,1.51,5.0,-94.17,2388.8199999999997,23.2,1,2,Sunday,1,2015,2014-01,Medium,Low Profit,Medium Discount,6.51,5.0,0.49,0,0,0
Channel Partners,France,Vtt,Medium,1738,250,12,20862.0,1460.34,19401.66,5215.5,14186.16,2014-01-04,4,April,2014,73.12,73.12,7.0,8.16,3.0,-95.2,14186.16,73.12,1,1,Saturday,1,2015,2014-01,Medium,Medium Profit,Medium Discount,11.16,3.0,0.84,1,0,0
Channel Partners,Germany,Vtt,Medium,2215,250,12,26580.0,1860.6,24719.4,6645.0,18074.4,2013-01-09,9,September,2013,73.12,73.12,7.0,8.16,3.0,-95.2,18074.4,73.12,1,2,Wednesday,0,2014,2013-01,Medium,Medium Profit,Medium Discount,11.16,3.0,0.84,1,0,0
Government,Canada,Vtt,Medium,1582,250,7,11074.0,775.18,10298.82,7910.0,2388.82,2014-01-12,12,December,2014,23.2,23.2,7.0,1.51,5.0,-97.2,2388.8199999999997,23.2,1,2,Sunday,1,2015,2014-01,Medium,Low Profit,Medium Discount,6.51,5.0,0.49,0,0,0
Government,Canada,Amarilla,Medium,1135,260,7,7945.0,556.15,7388.85,5675.0,1713.8500000000004,2014-01-06,6,June,2014,23.2,23.2,7.0,1.51,5.0,-97.31,1713.8500000000004,23.2,1,2,Monday,0,2015,2014-01,Small,Low Profit,Medium Discount,6.51,5.0,0.49,0,0,0
Government,United States Of America,Carretera,Medium,1761,3,350,616350.0,43144.5,573205.5,457860.0,115345.5,2014-01-03,3,March,2014,20.12,20.12,7.0,65.5,260.0,11566.67,115345.5,20.12,1,1,Friday,0,2014,2014-01,Enterprise,High Profit,Medium Discount,325.5,260.0,24.5,0,0,0
Small Business,France,Carretera,Medium,448,3,300,134400.0,9408.0,124992.0,112000.0,12992.0,2014-01-06,6,June,2014,10.39,10.39,7.0,29.0,250.0,9900.0,12992.0,10.39,1,2,Monday,0,2015,2014-01,Enterprise,Medium Profit,Medium Discount,279.0,250.0,21.0,0,0,0
Small Business,France,Carretera,Medium,2181,3,300,654300.0,45801.0,608499.0,545250.0,63249.0,2014-01-10,10,October,2014,10.39,10.39,7.0,29.0,250.0,9900.0,63249.0,10.39,1,2,Friday,0,2015,2014-01,Enterprise,High Profit,Medium Discount,279.0,250.0,21.0,0,0,0
Government,France,Montana,Medium,1976,5,20,39520.0,2766.4,36753.6,19760.0,16993.6,2014-01-10,10,October,2014,46.24,46.24,7.0,8.6,10.0,300.0,16993.6,46.24,1,2,Friday,0,2015,2014-01,Medium,Medium Profit,Medium Discount,18.6,10.0,1.4,1,0,0
Small Business,France,Montana,Medium,2181,5,300,654300.0,45801.0,608499.0,545250.0,63249.0,2014-01-10,10,October,2014,10.39,10.39,7.0,29.0,250.0,5900.0,63249.0,10.39,1,2,Friday,0,2015,2014-01,Enterprise,High Profit,Medium Discount,279.0,250.0,21.0,0,0,0
Enterprise,Germany,Montana,Medium,2500,5,125,312500.0,21875.0,290625.0,300000.0,-9375.0,2013-01-11,11,November,2013,-3.23,-3.23,7.0,-3.75,120.0,2400.0,-9375.0,-3.23,1,2,Friday,0,2014,2013-01,Enterprise,Loss,Medium Discount,116.25,120.0,8.75,0,1,0
Small Business,Canada,Paseo,Medium,1702,10,300,510600.0,35742.0,474858.0,425500.0,49358.0,2014-01-05,5,May,2014,10.39,10.39,7.0,29.0,250.0,2900.0,49358.0,10.39,1,1,Sunday,1,2015,2014-01,Enterprise,High Profit,Medium Discount,279.0,250.0,21.0,0,0,0
Small Business,France,Paseo,Medium,448,10,300,134400.0,9408.0,124992.0,112000.0,12992.0,2014-01-06,6,June,2014,10.39,10.39,7.0,29.0,250.0,2900.0,12992.0,10.39,1,2,Monday,0,2015,2014-01,Enterprise,Medium Profit,Medium Discount,279.0,250.0,21.0,0,0,0
Enterprise,Germany,Paseo,Medium,3513,10,125,439125.0,30738.75,408386.25,421560.0,-13173.75,2014-01-07,7,July,2014,-3.23,-3.23,7.0,-3.75,120.0,1150.0,-13173.75,-3.23,1,2,Tuesday,0,2015,2014-01,Enterprise,Loss,Medium Discount,116.25,120.0,8.75,0,1,0
Midmarket,France,Paseo,Medium,2101,10,15,31515.0,2206.05,29308.95,21010.0,8298.95,2014-01-08,8,August,2014,28.32,28.32,7.0,3.95,10.0,50.0,8298.95,28.32,1,2,Wednesday,0,2015,2014-01,Medium,Medium Profit,Medium Discount,13.95,10.0,1.05,0,0,0
Midmarket,United States Of America,Paseo,Medium,2931,10,15,43965.0,3077.55,40887.45,29310.0,11577.449999999995,2013-01-09,9,September,2013,28.32,28.32,7.0,3.95,10.0,50.0,11577.449999999997,28.32,1,2,Wednesday,0,2014,2013-01,Medium,Medium Profit,Medium Discount,13.95,10.0,1.05,0,0,0
Government,France,Paseo,Medium,1535,10,20,30700.0,2149.0,28551.0,15350.0,13201.0,2014-01-09,9,September,2014,46.24,46.24,7.0,8.6,10.0,100.0,13201.0,46.24,1,2,Thursday,0,2015,2014-01,Medium,Medium Profit,Medium Discount,18.6,10.0,1.4,1,0,0
Small Business,Germany,Paseo,Medium,1123,10,300,336900.0,23583.0,313317.0,280750.0,32567.0,2013-01-09,9,September,2013,10.39,10.39,7.0,29.0,250.0,2900.0,32567.0,10.39,1,2,Wednesday,0,2014,2013-01,Enterprise,High Profit,Medium Discount,279.0,250.0,21.0,0,0,0
Small Business,Canada,Paseo,Medium,1404,10,300,421200.0,29484.0,391716.0,351000.0,40716.0,2013-01-11,11,November,2013,10.39,10.39,7.0,29.0,250.0,2900.0,40716.0,10.39,1,2,Friday,0,2014,2013-01,Enterprise,High Profit,Medium Discount,279.0,250.0,21.0,0,0,0
Channel Partners,Mexico,Paseo,Medium,2763,10,12,33156.0,2320.92,30835.08,8289.0,22546.08,2013-01-11,11,November,2013,73.12,73.12,7.0,8.16,3.0,20.0,22546.08,73.12,1,2,Friday,0,2014,2013-01,Medium,High Profit,Medium Discount,11.16,3.0,0.84,1,0,0
Government,Germany,Paseo,Medium,2125,10,7,14875.0,1041.25,13833.75,10625.0,3208.75,2013-01-12,12,December,2013,23.2,23.2,7.0,1.51,5.0,-30.0,3208.75,23.2,1,2,Saturday,1,2014,2013-01,Medium,Low Profit,Medium Discount,6.51,5.0,0.49,0,0,0
Small Business,France,Velo,Medium,1659,120,300,497700.0,34839.0,462861.0,414750.0,48111.0,2014-01-07,7,July,2014,10.39,10.39,7.0,29.0,250.0,150.0,48111.0,10.39,1,2,Tuesday,0,2015,2014-01,Enterprise,High Profit,Medium Discount,279.0,250.0,21.0,0,0,0
Government,Mexico,Velo,Medium,609,120,20,12180.0,852.6,11327.4,6090.0,5237.4,2014-01-08,8,August,2014,46.24,46.24,7.0,8.6,10.0,-83.33,5237.4,46.24,1,2,Wednesday,0,2015,2014-01,Medium,Medium Profit,Medium Discount,18.6,10.0,1.4,1,0,0
Enterprise,Germany,Velo,Medium,2087,120,125,260875.0,18261.25,242613.75,250440.0,-7826.25,2014-01-09,9,September,2014,-3.23,-3.23,7.0,-3.75,120.0,4.17,-7826.25,-3.23,1,2,Thursday,0,2015,2014-01,Enterprise,Loss,Medium Discount,116.25,120.0,8.75,0,1,0
Government,France,Velo,Medium,1976,120,20,39520.0,2766.4,36753.6,19760.0,16993.6,2014-01-10,10,October,2014,46.24,46.24,7.0,8.6,10.0,-83.33,16993.6,46.24,1,2,Friday,0,2015,2014-01,Medium,Medium Profit,Medium Discount,18.6,10.0,1.4,1,0,0
Government,United States Of America,Velo,Medium,1421,120,20,28420.0,1989.4,26430.6,14210.0,12220.6,2013-01-12,12,December,2013,46.24,46.24,7.0,8.6,10.0,-83.33,12220.599999999999,46.24,1,2,Saturday,1,2014,2013-01,Medium,Medium Profit,Medium Discount,18.6,10.0,1.4,1,0,0
Small Business,United States Of America,Velo,Medium,1372,120,300,411600.0,28812.0,382788.0,343000.0,39788.0,2014-01-12,12,December,2014,10.39,10.39,7.0,29.0,250.0,150.0,39788.0,10.39,1,2,Sunday,1,2015,2014-01,Enterprise,High Profit,Medium Discount,279.0,250.0,21.0,0,0,0
Government,Germany,Velo,Medium,588,120,20,11760.0,823.2,10936.8,5880.0,5056.799999999999,2013-01-12,12,December,2013,46.24,46.24,7.0,8.6,10.0,-83.33,5056.799999999999,46.24,1,2,Saturday,1,2014,2013-01,Medium,Medium Profit,Medium Discount,18.6,10.0,1.4,1,0,0
Channel Partners,Canada,Vtt,Medium,3244,250,12,38934.0,2725.38,36208.62,9733.5,26475.120000000003,2014-01-01,1,January,2014,73.12,73.12,7.0,8.16,3.0,-95.2,26475.120000000003,73.12,1,1,Wednesday,0,2014,2014-01,Medium,High Profit,Medium Discount,11.16,3.0,0.84,1,0,0
Small Business,France,Vtt,Medium,959,250,300,287700.0,20139.0,267561.0,239750.0,27811.0,2014-01-02,2,February,2014,10.39,10.39,7.0,29.0,250.0,20.0,27811.0,10.39,1,1,Thursday,0,2014,2014-01,Enterprise,High Profit,Medium Discount,279.0,250.0,21.0,0,0,0
Small Business,Mexico,Vtt,Medium,2747,250,300,824100.0,57687.0,766413.0,686750.0,79663.0,2014-01-02,2,February,2014,10.39,10.39,7.0,29.0,250.0,20.0,79663.0,10.39,1,1,Thursday,0,2014,2014-01,Enterprise,High Profit,Medium Discount,279.0,250.0,21.0,0,0,0
Enterprise,Canada,Amarilla,Medium,1645,260,125,205625.0,14393.75,191231.25,197400.0,-6168.75,2014-01-05,5,May,2014,-3.23,-3.23,7.0,-3.75,120.0,-51.92,-6168.75,-3.23,1,1,Sunday,1,2015,2014-01,Enterprise,Loss,Medium Discount,116.25,120.0,8.75,0,1,0
Government,France,Amarilla,Medium,2876,260,350,1006600.0,70462.0,936138.0,747760.0,188378.0,2014-01-09,9,September,2014,20.12,20.12,7.0,65.5,260.0,34.62,188378.0,20.12,1,2,Thursday,0,2015,2014-01,Enterprise,High Profit,Medium Discount,325.5,260.0,24.5,0,0,0
Enterprise,Germany,Amarilla,Medium,994,260,125,124250.0,8697.5,115552.5,119280.0,-3727.5,2013-01-09,9,September,2013,-3.23,-3.23,7.0,-3.75,120.0,-51.92,-3727.5,-3.23,1,2,Wednesday,0,2014,2013-01,Enterprise,Loss,Medium Discount,116.25,120.0,8.75,0,1,0
Government,Canada,Amarilla,Medium,1118,260,20,22360.0,1565.2,20794.8,11180.0,9614.8,2014-01-11,11,November,2014,46.24,46.24,7.0,8.6,10.0,-92.31,9614.8,46.24,1,2,Saturday,1,2015,2014-01,Medium,Medium Profit,Medium Discount,18.6,10.0,1.4,1,0,0
Small Business,United States Of America,Amarilla,Medium,1372,260,300,411600.0,28812.0,382788.0,343000.0,39788.0,2014-01-12,12,December,2014,10.39,10.39,7.0,29.0,250.0,15.38,39788.0,10.39,1,2,Sunday,1,2015,2014-01,Enterprise,High Profit,Medium Discount,279.0,250.0,21.0,0,0,0
Government,Canada,Montana,Medium,488,5,7,3416.0,273.28,3142.7200000000003,2440.0,702.7199999999998,2014-01-02,2,February,2014,22.36,22.36,8.0,1.44,5.0,40.0,702.7200000000003,22.36,1,1,Thursday,0,2014,2014-01,Small,Low Profit,Medium Discount,6.44,5.0,0.56,0,0,0
Government,United States Of America,Montana,Medium,1282,5,20,25640.0,2051.2,23588.8,12820.0,10768.8,2014-01-06,6,June,2014,45.65,45.65,8.0,8.4,10.0,300.0,10768.8,45.65,1,2,Monday,0,2015,2014-01,Medium,Medium Profit,Medium Discount,18.4,10.0,1.6,1,0,0
Government,Canada,Paseo,Medium,257,10,7,1799.0,143.92,1655.08,1285.0,370.0799999999999,2014-01-05,5,May,2014,22.36,22.36,8.0,1.44,5.0,-30.0,370.0799999999999,22.36,1,1,Sunday,1,2015,2014-01,Small,Low Profit,Medium Discount,6.44,5.0,0.56,0,0,0
Government,United States Of America,Amarilla,Medium,1282,260,20,25640.0,2051.2,23588.8,12820.0,10768.8,2014-01-06,6,June,2014,45.65,45.65,8.0,8.4,10.0,-92.31,10768.8,45.65,1,2,Monday,0,2015,2014-01,Medium,Medium Profit,Medium Discount,18.4,10.0,1.6,1,0,0
Enterprise,Mexico,Carretera,Medium,1540,3,125,192500.0,15400.0,177100.0,184800.0,-7700.0,2014-01-08,8,August,2014,-4.35,-4.35,8.0,-5.0,120.0,4066.67,-7700.0,-4.35,1,2,Wednesday,0,2015,2014-01,Enterprise,Loss,Medium Discount,115.0,120.0,10.0,0,1,0
Midmarket,France,Carretera,Medium,490,3,15,7350.0,588.0,6762.0,4900.0,1862.0,2014-01-11,11,November,2014,27.54,27.54,8.0,3.8,10.0,400.0,1862.0,27.54,1,2,Saturday,1,2015,2014-01,Small,Low Profit,Medium Discount,13.8,10.0,1.2,0,0,0
Government,Mexico,Carretera,Medium,1362,3,350,476700.0,38136.0,438564.0,354120.0,84444.0,2014-01-12,12,December,2014,19.25,19.25,8.0,62.0,260.0,11566.67,84444.0,19.25,1,2,Sunday,1,2015,2014-01,Enterprise,High Profit,Medium Discount,322.0,260.0,28.0,0,0,0
Midmarket,France,Montana,Medium,2501,5,15,37515.0,3001.2,34513.8,25010.0,9503.800000000005,2014-01-03,3,March,2014,27.54,27.54,8.0,3.8,10.0,200.0,9503.800000000003,27.54,1,1,Friday,0,2014,2014-01,Medium,Medium Profit,Medium Discount,13.8,10.0,1.2,0,0,0
Government,Canada,Montana,Medium,708,5,20,14160.0,1132.8,13027.2,7080.0,5947.200000000001,2014-01-06,6,June,2014,45.65,45.65,8.0,8.4,10.0,300.0,5947.200000000001,45.65,1,2,Monday,0,2015,2014-01,Medium,Medium Profit,Medium Discount,18.4,10.0,1.6,1,0,0
Government,Germany,Montana,Medium,645,5,20,12900.0,1032.0,11868.0,6450.0,5418.0,2014-01-07,7,July,2014,45.65,45.65,8.0,8.4,10.0,300.0,5418.0,45.65,1,2,Tuesday,0,2015,2014-01,Medium,Medium Profit,Medium Discount,18.4,10.0,1.6,1,0,0
Small Business,France,Montana,Medium,1562,5,300,468600.0,37488.0,431112.0,390500.0,40612.0,2014-01-08,8,August,2014,9.42,9.42,8.0,26.0,250.0,5900.0,40612.0,9.42,1,2,Wednesday,0,2015,2014-01,Enterprise,High Profit,Medium Discount,276.0,250.0,24.0,0,0,0
Small Business,Canada,Montana,Medium,1283,5,300,384900.0,30792.0,354108.0,320750.0,33358.0,2013-01-09,9,September,2013,9.42,9.42,8.0,26.0,250.0,5900.0,33358.0,9.42,1,2,Wednesday,0,2014,2013-01,Enterprise,High Profit,Medium Discount,276.0,250.0,24.0,0,0,0
Midmarket,Germany,Montana,Medium,711,5,15,10665.0,853.2,9811.8,7110.0,2701.7999999999997,2014-01-12,12,December,2014,27.54,27.54,8.0,3.8,10.0,200.0,2701.7999999999993,27.54,1,2,Sunday,1,2015,2014-01,Small,Low Profit,Medium Discount,13.8,10.0,1.2,0,0,0
Enterprise,Mexico,Paseo,Medium,1114,10,125,139250.0,11140.0,128110.0,133680.0,-5570.0,2014-01-03,3,March,2014,-4.35,-4.35,8.0,-5.0,120.0,1150.0,-5570.0,-4.35,1,1,Friday,0,2014,2014-01,Enterprise,Loss,Medium Discount,115.0,120.0,10.0,0,1,0
Government,Germany,Paseo,Medium,1259,10,7,8813.0,705.04,8107.96,6295.0,1812.96,2014-01-04,4,April,2014,22.36,22.36,8.0,1.44,5.0,-30.0,1812.96,22.36,1,1,Saturday,1,2015,2014-01,Small,Low Profit,Medium Discount,6.44,5.0,0.56,0,0,0
Government,Germany,Paseo,Medium,1095,10,7,7665.0,613.2,7051.8,5475.0,1576.8000000000002,2014-01-05,5,May,2014,22.36,22.36,8.0,1.44,5.0,-30.0,1576.8000000000002,22.36,1,1,Sunday,1,2015,2014-01,Small,Low Profit,Medium Discount,6.44,5.0,0.56,0,0,0
Government,Germany,Paseo,Medium,1366,10,20,27320.0,2185.6,25134.4,13660.0,11474.4,2014-01-06,6,June,2014,45.65,45.65,8.0,8.4,10.0,100.0,11474.400000000001,45.65,1,2,Monday,0,2015,2014-01,Medium,Medium Profit,Medium Discount,18.4,10.0,1.6,1,0,0
Small Business,Mexico,Paseo,Medium,2460,10,300,738000.0,59040.0,678960.0,615000.0,63960.0,2014-01-06,6,June,2014,9.42,9.42,8.0,26.0,250.0,2900.0,63960.0,9.42,1,2,Monday,0,2015,2014-01,Enterprise,High Profit,Medium Discount,276.0,250.0,24.0,0,0,0
Government,United States Of America,Paseo,Medium,678,10,7,4746.0,379.68,4366.32,3390.0,976.3199999999996,2014-01-08,8,August,2014,22.36,22.36,8.0,1.44,5.0,-30.0,976.3199999999997,22.36,1,2,Wednesday,0,2015,2014-01,Small,Low Profit,Medium Discount,6.44,5.0,0.56,0,0,0
Government,Germany,Paseo,Medium,1598,10,7,11186.0,894.88,10291.12,7990.0,2301.120000000001,2014-01-08,8,August,2014,22.36,22.36,8.0,1.44,5.0,-30.0,2301.120000000001,22.36,1,2,Wednesday,0,2015,2014-01,Medium,Low Profit,Medium Discount,6.44,5.0,0.56,0,0,0
Government,Germany,Paseo,Medium,2409,10,7,16863.0,1349.04,15513.96,12045.0,3468.959999999999,2013-01-09,9,September,2013,22.36,22.36,8.0,1.44,5.0,-30.0,3468.959999999999,22.36,1,2,Wednesday,0,2014,2013-01,Medium,Low Profit,Medium Discount,6.44,5.0,0.56,0,0,0
Government,Germany,Paseo,Medium,1934,10,20,38680.0,3094.4,35585.6,19340.0,16245.6,2014-01-09,9,September,2014,45.65,45.65,8.0,8.4,10.0,100.0,16245.599999999999,45.65,1,2,Thursday,0,2015,2014-01,Medium,Medium Profit,Medium Discount,18.4,10.0,1.6,1,0,0
Government,Mexico,Paseo,Medium,2993,10,20,59860.0,4788.8,55071.2,29930.0,25141.2,2014-01-09,9,September,2014,45.65,45.65,8.0,8.4,10.0,100.0,25141.199999999997,45.65,1,2,Thursday,0,2015,2014-01,Large,High Profit,Medium Discount,18.4,10.0,1.6,1,0,0
Government,Germany,Paseo,Medium,2146,10,350,751100.0,60088.0,691012.0,557960.0,133052.0,2013-01-11,11,November,2013,19.25,19.25,8.0,62.0,260.0,3400.0,133052.0,19.25,1,2,Friday,0,2014,2013-01,Enterprise,High Profit,Medium Discount,322.0,260.0,28.0,0,0,0
Government,Mexico,Paseo,Medium,1946,10,7,13622.0,1089.76,12532.24,9730.0,2802.24,2013-01-12,12,December,2013,22.36,22.36,8.0,1.44,5.0,-30.0,2802.24,22.36,1,2,Saturday,1,2014,2013-01,Medium,Low Profit,Medium Discount,6.44,5.0,0.56,0,0,0
Government,Mexico,Paseo,Medium,1362,10,350,476700.0,38136.0,438564.0,354120.0,84444.0,2014-01-12,12,December,2014,19.25,19.25,8.0,62.0,260.0,3400.0,84444.0,19.25,1,2,Sunday,1,2015,2014-01,Enterprise,High Profit,Medium Discount,322.0,260.0,28.0,0,0,0
Channel Partners,Canada,Velo,Medium,598,120,12,7176.0,574.08,6601.92,1794.0,4807.92,2014-01-03,3,March,2014,72.83,72.83,8.0,8.04,3.0,-90.0,4807.92,72.83,1,1,Friday,0,2014,2014-01,Small,Low Profit,Medium Discount,11.04,3.0,0.96,1,0,0
Government,United States Of America,Velo,Medium,2907,120,7,20349.0,1627.92,18721.08,14535.0,4186.080000000002,2014-01-06,6,June,2014,22.36,22.36,8.0,1.44,5.0,-94.17,4186.080000000002,22.36,1,2,Monday,0,2015,2014-01,Medium,Low Profit,Medium Discount,6.44,5.0,0.56,0,0,0
Government,Germany,Velo,Medium,2338,120,7,16366.0,1309.28,15056.72,11690.0,3366.72,2014-01-06,6,June,2014,22.36,22.36,8.0,1.44,5.0,-94.17,3366.7199999999993,22.36,1,2,Monday,0,2015,2014-01,Medium,Low Profit,Medium Discount,6.44,5.0,0.56,0,0,0
Small Business,France,Velo,Medium,386,120,300,115800.0,9264.0,106536.0,96500.0,10036.0,2013-01-11,11,November,2013,9.42,9.42,8.0,26.0,250.0,150.0,10036.0,9.42,1,2,Friday,0,2014,2013-01,Enterprise,Medium Profit,Medium Discount,276.0,250.0,24.0,0,0,0
Small Business,Mexico,Velo,Medium,635,120,300,190500.0,15240.0,175260.0,158750.0,16510.0,2014-01-12,12,December,2014,9.42,9.42,8.0,26.0,250.0,150.0,16510.0,9.42,1,2,Sunday,1,2015,2014-01,Enterprise,Medium Profit,Medium Discount,276.0,250.0,24.0,0,0,0
Government,France,Vtt,Medium,574,250,350,201075.0,16086.0,184989.0,149370.0,35619.0,2014-01-04,4,April,2014,19.25,19.25,8.0,62.05,260.23,40.0,35619.0,19.25,1,1,Saturday,1,2015,2014-01,Enterprise,High Profit,Medium Discount,322.28,260.23,28.02,0,0,0
Government,Germany,Vtt,Medium,2338,250,7,16366.0,1309.28,15056.72,11690.0,3366.72,2014-01-06,6,June,2014,22.36,22.36,8.0,1.44,5.0,-97.2,3366.7199999999993,22.36,1,2,Monday,0,2015,2014-01,Medium,Low Profit,Medium Discount,6.44,5.0,0.56,0,0,0
Government,France,Vtt,Medium,381,250,350,133350.0,10668.0,122682.0,99060.0,23622.0,2014-01-08,8,August,2014,19.25,19.25,8.0,62.0,260.0,40.0,23622.0,19.25,1,2,Wednesday,0,2015,2014-01,Enterprise,High Profit,Medium Discount,322.0,260.0,28.0,0,0,0
Government,Germany,Vtt,Medium,422,250,350,147700.0,11816.0,135884.0,109720.0,26164.0,2014-01-08,8,August,2014,19.25,19.25,8.0,62.0,260.0,40.0,26164.0,19.25,1,2,Wednesday,0,2015,2014-01,Enterprise,High Profit,Medium Discount,322.0,260.0,28.0,0,0,0
Small Business,Canada,Vtt,Medium,2134,250,300,640200.0,51216.0,588984.0,533500.0,55484.0,2014-01-09,9,September,2014,9.42,9.42,8.0,26.0,250.0,20.0,55484.0,9.42,1,2,Thursday,0,2015,2014-01,Enterprise,High Profit,Medium Discount,276.0,250.0,24.0,0,0,0
Small Business,United States Of America,Vtt,Medium,808,250,300,242400.0,19392.0,223008.0,202000.0,21008.0,2013-01-12,12,December,2013,9.42,9.42,8.0,26.0,250.0,20.0,21008.0,9.42,1,2,Saturday,1,2014,2013-01,Enterprise,High Profit,Medium Discount,276.0,250.0,24.0,0,0,0
Government,Canada,Amarilla,Medium,708,260,20,14160.0,1132.8,13027.2,7080.0,5947.200000000001,2014-01-06,6,June,2014,45.65,45.65,8.0,8.4,10.0,-92.31,5947.200000000001,45.65,1,2,Monday,0,2015,2014-01,Medium,Medium Profit,Medium Discount,18.4,10.0,1.6,1,0,0
Government,United States Of America,Amarilla,Medium,2907,260,7,20349.0,1627.92,18721.08,14535.0,4186.080000000002,2014-01-06,6,June,2014,22.36,22.36,8.0,1.44,5.0,-97.31,4186.080000000002,22.36,1,2,Monday,0,2015,2014-01,Medium,Low Profit,Medium Discount,6.44,5.0,0.56,0,0,0
Government,Germany,Amarilla,Medium,1366,260,20,27320.0,2185.6,25134.4,13660.0,11474.4,2014-01-06,6,June,2014,45.65,45.65,8.0,8.4,10.0,-92.31,11474.400000000001,45.65,1,2,Monday,0,2015,2014-01,Medium,Medium Profit,Medium Discount,18.4,10.0,1.6,1,0,0
Small Business,Mexico,Amarilla,Medium,2460,260,300,738000.0,59040.0,678960.0,615000.0,63960.0,2014-01-06,6,June,2014,9.42,9.42,8.0,26.0,250.0,15.38,63960.0,9.42,1,2,Monday,0,2015,2014-01,Enterprise,High Profit,Medium Discount,276.0,250.0,24.0,0,0,0
Government,Germany,Amarilla,Medium,1520,260,20,30400.0,2432.0,27968.0,15200.0,12768.0,2014-01-11,11,November,2014,45.65,45.65,8.0,8.4,10.0,-92.31,12768.0,45.65,1,2,Saturday,1,2015,2014-01,Medium,Medium Profit,Medium Discount,18.4,10.0,1.6,1,0,0
Midmarket,Germany,Amarilla,Medium,711,260,15,10665.0,853.2,9811.8,7110.0,2701.7999999999997,2014-01-12,12,December,2014,27.54,27.54,8.0,3.8,10.0,-94.23,2701.7999999999993,27.54,1,2,Sunday,1,2015,2014-01,Small,Low Profit,Medium Discount,13.8,10.0,1.2,0,0,0
Channel Partners,Mexico,Amarilla,Medium,1375,260,12,16500.0,1320.0,15180.0,4125.0,11055.0,2013-01-12,12,December,2013,72.83,72.83,8.0,8.04,3.0,-95.38,11055.0,72.83,1,2,Saturday,1,2014,2013-01,Medium,Medium Profit,Medium Discount,11.04,3.0,0.96,1,0,0
Small Business,Mexico,Amarilla,Medium,635,260,300,190500.0,15240.0,175260.0,158750.0,16510.0,2014-01-12,12,December,2014,9.42,9.42,8.0,26.0,250.0,15.38,16510.0,9.42,1,2,Sunday,1,2015,2014-01,Enterprise,Medium Profit,Medium Discount,276.0,250.0,24.0,0,0,0
Government,United States Of America,Vtt,Medium,436,250,20,8730.0,698.4,8031.6,4365.0,3666.6,2014-01-07,7,July,2014,45.65,45.65,8.0,8.41,10.01,-92.0,3666.6000000000004,45.65,1,2,Tuesday,0,2015,2014-01,Small,Low Profit,Medium Discount,18.42,10.01,1.6,1,0,0
Small Business,Canada,Carretera,Medium,1094,3,300,328200.0,29538.0,298662.0,273500.0,25162.0,2014-01-06,6,June,2014,8.42,8.42,9.0,23.0,250.0,9900.0,25162.0,8.42,1,2,Monday,0,2015,2014-01,Enterprise,High Profit,Medium Discount,273.0,250.0,27.0,0,0,0
Channel Partners,Mexico,Carretera,Medium,367,3,12,4404.0,396.36,4007.64,1101.0,2906.64,2013-01-10,10,October,2013,72.53,72.53,9.0,7.92,3.0,300.0,2906.64,72.53,1,2,Thursday,0,2014,2013-01,Small,Low Profit,Medium Discount,10.92,3.0,1.08,1,0,0
Small Business,Canada,Montana,Medium,3802,5,300,1140750.0,102667.5,1038082.5,950625.0,87457.5,2014-01-04,4,April,2014,8.42,8.42,9.0,23.0,250.03,5900.0,87457.5,8.42,1,1,Saturday,1,2015,2014-01,Enterprise,High Profit,Medium Discount,273.04,250.03,27.0,0,0,0
Government,France,Montana,Medium,1666,5,350,583100.0,52479.0,530621.0,433160.0,97461.0,2014-01-05,5,May,2014,18.37,18.37,9.0,58.5,260.0,6900.0,97461.0,18.37,1,1,Sunday,1,2015,2014-01,Enterprise,High Profit,Medium Discount,318.5,260.0,31.5,0,0,0
Small Business,France,Montana,Medium,322,5,300,96600.0,8694.0,87906.0,80500.0,7406.0,2013-01-09,9,September,2013,8.42,8.42,9.0,23.0,250.0,5900.0,7406.0,8.42,1,2,Wednesday,0,2014,2013-01,Large,Medium Profit,Medium Discount,273.0,250.0,27.0,0,0,0
Channel Partners,Canada,Montana,Medium,2321,5,12,27852.0,2506.68,25345.32,6963.0,18382.32,2014-01-11,11,November,2014,72.53,72.53,9.0,7.92,3.0,140.0,18382.32,72.53,1,2,Saturday,1,2015,2014-01,Medium,Medium Profit,Medium Discount,10.92,3.0,1.08,1,0,0
Enterprise,France,Montana,Medium,1857,5,125,232125.0,20891.25,211233.75,222840.0,-11606.25,2013-01-11,11,November,2013,-5.49,-5.49,9.0,-6.25,120.0,2400.0,-11606.25,-5.49,1,2,Friday,0,2014,2013-01,Enterprise,Loss,Medium Discount,113.75,120.0,11.25,0,1,0
